Término,TTF,IDF,TTF-IDF,% de Textos
xml file,15,2.6422277352570913,39.63341602885637,16.666666666666664
corpus chapter,15,2.6422277352570913,39.63341602885637,16.666666666666664
word pair,15,2.6422277352570913,39.63341602885637,16.666666666666664
speaker corpus,15,2.6422277352570913,39.63341602885637,16.666666666666664
project gutenberg,15,2.6422277352570913,39.63341602885637,16.666666666666664
bnc coca,15,2.6422277352570913,39.63341602885637,16.666666666666664
translation direction,13,3.0476928433652555,39.620006963748324,10.0
course use,13,3.0476928433652555,39.620006963748324,10.0
file word,13,3.0476928433652555,39.620006963748324,10.0
collocation network,13,3.0476928433652555,39.620006963748324,10.0
sex age,13,3.0476928433652555,39.620006963748324,10.0
datum retrieval,13,3.0476928433652555,39.620006963748324,10.0
target word,14,2.8245492920510458,39.54369008871464,13.333333333333334
speaker sex,14,2.8245492920510458,39.54369008871464,13.333333333333334
time word,19,2.0360919316867756,38.68574670204874,33.33333333333333
computer program,18,2.1314021114911004,38.3652380068398,30.0
use corpora,18,2.1314021114911004,38.3652380068398,30.0
field of corpus,21,1.7949298748698876,37.69352737226764,43.333333333333336
change time,16,2.35454566280531,37.67273060488496,23.333333333333332
research article,16,2.35454566280531,37.67273060488496,23.333333333333332
structure of corpus,16,2.35454566280531,37.67273060488496,23.333333333333332
genre categorization,10,3.740840023925201,37.40840023925201,3.3333333333333335
speech category,10,3.740840023925201,37.40840023925201,3.3333333333333335
open research practice,10,3.740840023925201,37.40840023925201,3.3333333333333335
probability ratio,10,3.740840023925201,37.40840023925201,3.3333333333333335
byu interface,10,3.740840023925201,37.40840023925201,3.3333333333333335
point manifold,10,3.740840023925201,37.40840023925201,3.3333333333333335
stance feature,10,3.740840023925201,37.40840023925201,3.3333333333333335
function definition,10,3.740840023925201,37.40840023925201,3.3333333333333335
meaning of word,20,1.8690378470236095,37.38075694047219,40.0
find instance,15,2.488077055429833,37.32115583144749,20.0
test datum,15,2.488077055429833,37.32115583144749,20.0
text need,15,2.488077055429833,37.32115583144749,20.0
mi score,15,2.488077055429833,37.32115583144749,20.0
pos tagger,15,2.488077055429833,37.32115583144749,20.0
speaker use,15,2.488077055429833,37.32115583144749,20.0
fact corpus,15,2.488077055429833,37.32115583144749,20.0
frequency information,15,2.488077055429833,37.32115583144749,20.0
learner datum,14,2.6422277352570913,36.99118829359928,16.666666666666664
research application,14,2.6422277352570913,36.99118829359928,16.666666666666664
rate of occurrence,14,2.6422277352570913,36.99118829359928,16.666666666666664
word gram,14,2.6422277352570913,36.99118829359928,16.666666666666664
frequency frequency,14,2.6422277352570913,36.99118829359928,16.666666666666664
zipf law,14,2.6422277352570913,36.99118829359928,16.666666666666664
complementation pattern,13,2.8245492920510458,36.719140796663595,13.333333333333334
frequency analysis,13,2.8245492920510458,36.719140796663595,13.333333333333334
type of discourse,13,2.8245492920510458,36.719140796663595,13.333333333333334
logistic regression model,13,2.8245492920510458,36.719140796663595,13.333333333333334
classification accuracy,13,2.8245492920510458,36.719140796663595,13.333333333333334
end of line,13,2.8245492920510458,36.719140796663595,13.333333333333334
th percentile,13,2.8245492920510458,36.719140796663595,13.333333333333334
perl python,13,2.8245492920510458,36.719140796663595,13.333333333333334
number of sentence,13,2.8245492920510458,36.719140796663595,13.333333333333334
occurrence corpus,13,2.8245492920510458,36.719140796663595,13.333333333333334
student report,11,3.3353749158170367,36.6891240739874,6.666666666666667
matrix row,11,3.3353749158170367,36.6891240739874,6.666666666666667
particle placement,11,3.3353749158170367,36.6891240739874,6.666666666666667
contains sample,11,3.3353749158170367,36.6891240739874,6.666666666666667
permission use,11,3.3353749158170367,36.6891240739874,6.666666666666667
intuition datum,11,3.3353749158170367,36.6891240739874,6.666666666666667
quotation mark,11,3.3353749158170367,36.6891240739874,6.666666666666667
language method,11,3.3353749158170367,36.6891240739874,6.666666666666667
discourse type,11,3.3353749158170367,36.6891240739874,6.666666666666667
tertium comparationis,11,3.3353749158170367,36.6891240739874,6.666666666666667
language usage,11,3.3353749158170367,36.6891240739874,6.666666666666667
gardner davies,11,3.3353749158170367,36.6891240739874,6.666666666666667
keyword procedure,11,3.3353749158170367,36.6891240739874,6.666666666666667
word tag combination,11,3.3353749158170367,36.6891240739874,6.666666666666667
word embedding,11,3.3353749158170367,36.6891240739874,6.666666666666667
comment exercise,11,3.3353749158170367,36.6891240739874,6.666666666666667
speaker sample,11,3.3353749158170367,36.6891240739874,6.666666666666667
information speaker,18,2.0360919316867756,36.64965477036196,33.33333333333333
corpora use,18,2.0360919316867756,36.64965477036196,33.33333333333333
capital letter,12,3.0476928433652555,36.57231412038307,10.0
childes database,12,3.0476928433652555,36.57231412038307,10.0
parameter value,12,3.0476928433652555,36.57231412038307,10.0
register difference,12,3.0476928433652555,36.57231412038307,10.0
datum use,17,2.1314021114911004,36.233835895348705,30.0
language analysis,16,2.236762627148927,35.788202034382834,26.666666666666668
datum type,16,2.236762627148927,35.788202034382834,26.666666666666668
create corpus,15,2.35454566280531,35.318184942079654,23.333333333333332
word collocate,15,2.35454566280531,35.318184942079654,23.333333333333332
computer science,14,2.488077055429833,34.83307877601766,20.0
word time,14,2.488077055429833,34.83307877601766,20.0
text processing,14,2.488077055429833,34.83307877601766,20.0
file corpus,14,2.488077055429833,34.83307877601766,20.0
frequency of co,14,2.488077055429833,34.83307877601766,20.0
learner use,14,2.488077055429833,34.83307877601766,20.0
research community,14,2.488077055429833,34.83307877601766,20.0
kind of research,14,2.488077055429833,34.83307877601766,20.0
group of speaker,14,2.488077055429833,34.83307877601766,20.0
relationship word,14,2.488077055429833,34.83307877601766,20.0
solution problem,14,2.488077055429833,34.83307877601766,20.0
word combination,13,2.6422277352570913,34.348960558342185,16.666666666666664
dispersion corpus,13,2.6422277352570913,34.348960558342185,16.666666666666664
set of datum,13,2.6422277352570913,34.348960558342185,16.666666666666664
male female speaker,13,2.6422277352570913,34.348960558342185,16.666666666666664
difference mean,13,2.6422277352570913,34.348960558342185,16.666666666666664
row total,13,2.6422277352570913,34.348960558342185,16.666666666666664
query corpus,13,2.6422277352570913,34.348960558342185,16.666666666666664
concordance program,13,2.6422277352570913,34.348960558342185,16.666666666666664
property of text,13,2.6422277352570913,34.348960558342185,16.666666666666664
corpus metadata,13,2.6422277352570913,34.348960558342185,16.666666666666664
time frame,13,2.6422277352570913,34.348960558342185,16.666666666666664
form of word,16,2.1314021114911004,34.102433783857606,30.0
introduction corpus linguistics,16,2.1314021114911004,34.102433783857606,30.0
pattern of language,16,2.1314021114911004,34.102433783857606,30.0
test result,16,2.1314021114911004,34.102433783857606,30.0
representative of language,16,2.1314021114911004,34.102433783857606,30.0
section presents,12,2.8245492920510458,33.89459150461255,13.333333333333334
page number,12,2.8245492920510458,33.89459150461255,13.333333333333334
interaction effect,12,2.8245492920510458,33.89459150461255,13.333333333333334
feature text,12,2.8245492920510458,33.89459150461255,13.333333333333334
accuracy rate,12,2.8245492920510458,33.89459150461255,13.333333333333334
learner corpus datum,12,2.8245492920510458,33.89459150461255,13.333333333333334
body of research,12,2.8245492920510458,33.89459150461255,13.333333333333334
element corpus,12,2.8245492920510458,33.89459150461255,13.333333333333334
vector of word,9,3.740840023925201,33.66756021532681,3.3333333333333335
corpus generation,9,3.740840023925201,33.66756021532681,3.3333333333333335
distance vector,9,3.740840023925201,33.66756021532681,3.3333333333333335
panel of fig,9,3.740840023925201,33.66756021532681,3.3333333333333335
stress function,9,3.740840023925201,33.66756021532681,3.3333333333333335
citation analysis,9,3.740840023925201,33.66756021532681,3.3333333333333335
period of english,9,3.740840023925201,33.66756021532681,3.3333333333333335
modifier of possessive,9,3.740840023925201,33.66756021532681,3.3333333333333335
area of linguistics,15,2.236762627148927,33.55143940723391,26.666666666666668
information retrieval,15,2.236762627148927,33.55143940723391,26.666666666666668
type of language,15,2.236762627148927,33.55143940723391,26.666666666666668
use of feature,11,3.0476928433652555,33.52462127701781,10.0
tone unit,11,3.0476928433652555,33.52462127701781,10.0
matrix clause,11,3.0476928433652555,33.52462127701781,10.0
angle bracket,11,3.0476928433652555,33.52462127701781,10.0
case group,11,3.0476928433652555,33.52462127701781,10.0
instance of phenomenon,11,3.0476928433652555,33.52462127701781,10.0
spoken of bnc,11,3.0476928433652555,33.52462127701781,10.0
text production,11,3.0476928433652555,33.52462127701781,10.0
type error,11,3.0476928433652555,33.52462127701781,10.0
generation corpus,11,3.0476928433652555,33.52462127701781,10.0
ice component,11,3.0476928433652555,33.52462127701781,10.0
pronoun zero,10,3.3353749158170367,33.353749158170366,6.666666666666667
search box,10,3.3353749158170367,33.353749158170366,6.666666666666667
object of research,10,3.3353749158170367,33.353749158170366,6.666666666666667
vector length,10,3.3353749158170367,33.353749158170366,6.666666666666667
cluster validation,10,3.3353749158170367,33.353749158170366,6.666666666666667
variable importance score,10,3.3353749158170367,33.353749158170366,6.666666666666667
document collection,10,3.3353749158170367,33.353749158170366,6.666666666666667
form of language,14,2.35454566280531,32.96363927927434,23.333333333333332
type word,14,2.35454566280531,32.96363927927434,23.333333333333332
difference frequency,14,2.35454566280531,32.96363927927434,23.333333333333332
sentence length,14,2.35454566280531,32.96363927927434,23.333333333333332
described chapter,14,2.35454566280531,32.96363927927434,23.333333333333332
word count,16,2.0360919316867756,32.57747090698841,33.33333333333333
discussion section,13,2.488077055429833,32.345001720587824,20.0
content of corpus,13,2.488077055429833,32.345001720587824,20.0
sense disambiguation,13,2.488077055429833,32.345001720587824,20.0
token word,13,2.488077055429833,32.345001720587824,20.0
variation change,13,2.488077055429833,32.345001720587824,20.0
corpus linguistics methodology,13,2.488077055429833,32.345001720587824,20.0
time text,13,2.488077055429833,32.345001720587824,20.0
number of row,13,2.488077055429833,32.345001720587824,20.0
let look example,13,2.488077055429833,32.345001720587824,20.0
question corpus,15,2.1314021114911004,31.971031672366507,30.0
change language,15,2.1314021114911004,31.971031672366507,30.0
corpus collection,17,1.8690378470236095,31.77364339940136,40.0
kind of analysis,17,1.8690378470236095,31.77364339940136,40.0
variation register,12,2.6422277352570913,31.706732823085098,16.666666666666664
model model,12,2.6422277352570913,31.706732823085098,16.666666666666664
different word form,12,2.6422277352570913,31.706732823085098,16.666666666666664
example of study,12,2.6422277352570913,31.706732823085098,16.666666666666664
number of type,12,2.6422277352570913,31.706732823085098,16.666666666666664
rank sum,12,2.6422277352570913,31.706732823085098,16.666666666666664
structure datum,12,2.6422277352570913,31.706732823085098,16.666666666666664
distance measure,12,2.6422277352570913,31.706732823085098,16.666666666666664
datum research,12,2.6422277352570913,31.706732823085098,16.666666666666664
second person pronoun,12,2.6422277352570913,31.706732823085098,16.666666666666664
research topic,12,2.6422277352570913,31.706732823085098,16.666666666666664
result of test,12,2.6422277352570913,31.706732823085098,16.666666666666664
feature corpus,14,2.236762627148927,31.31467678008498,26.666666666666668
word of text,14,2.236762627148927,31.31467678008498,26.666666666666668
text contain,16,1.949080554697146,31.185288875154335,36.666666666666664
context of use,11,2.8245492920510458,31.070042212561503,13.333333333333334
discourse study,11,2.8245492920510458,31.070042212561503,13.333333333333334
speech corpora,11,2.8245492920510458,31.070042212561503,13.333333333333334
language community,11,2.8245492920510458,31.070042212561503,13.333333333333334
number of sample,11,2.8245492920510458,31.070042212561503,13.333333333333334
variationist sociolinguistics,11,2.8245492920510458,31.070042212561503,13.333333333333334
language pair,11,2.8245492920510458,31.070042212561503,13.333333333333334
complement clause,11,2.8245492920510458,31.070042212561503,13.333333333333334
value mean,13,2.35454566280531,30.609093616469032,23.333333333333332
error rate,13,2.35454566280531,30.609093616469032,23.333333333333332
context of corpus,13,2.35454566280531,30.609093616469032,23.333333333333332
work corpus,15,2.0360919316867756,30.541378975301633,33.33333333333333
word use,15,2.0360919316867756,30.541378975301633,33.33333333333333
approach corpus,17,1.7949298748698876,30.51380787278809,43.333333333333336
mixed effect regression,10,3.0476928433652555,30.476928433652553,10.0
number of child,10,3.0476928433652555,30.476928433652553,10.0
software application,10,3.0476928433652555,30.476928433652553,10.0
length of corpus,10,3.0476928433652555,30.476928433652553,10.0
dimension score,10,3.0476928433652555,30.476928433652553,10.0
corpus technique,10,3.0476928433652555,30.476928433652553,10.0
web corpora,10,3.0476928433652555,30.476928433652553,10.0
sorted frequency list,10,3.0476928433652555,30.476928433652553,10.0
language description,10,3.0476928433652555,30.476928433652553,10.0
corpus builder,10,3.0476928433652555,30.476928433652553,10.0
result section,10,3.0476928433652555,30.476928433652553,10.0
set of value,10,3.0476928433652555,30.476928433652553,10.0
attribute value pair,10,3.0476928433652555,30.476928433652553,10.0
random effect model,10,3.0476928433652555,30.476928433652553,10.0
input file,9,3.3353749158170367,30.01837424235333,6.666666666666667
publication bias,9,3.3353749158170367,30.01837424235333,6.666666666666667
list of keyword,9,3.3353749158170367,30.01837424235333,6.666666666666667
case variable,9,3.3353749158170367,30.01837424235333,6.666666666666667
speaker cluster,9,3.3353749158170367,30.01837424235333,6.666666666666667
classification approach,9,3.3353749158170367,30.01837424235333,6.666666666666667
number of match,9,3.3353749158170367,30.01837424235333,6.666666666666667
row name,9,3.3353749158170367,30.01837424235333,6.666666666666667
vector list,9,3.3353749158170367,30.01837424235333,6.666666666666667
wh clause,9,3.3353749158170367,30.01837424235333,6.666666666666667
bnc baby,9,3.3353749158170367,30.01837424235333,6.666666666666667
result vector,9,3.3353749158170367,30.01837424235333,6.666666666666667
project chapter,9,3.3353749158170367,30.01837424235333,6.666666666666667
article type,9,3.3353749158170367,30.01837424235333,6.666666666666667
dimensionality of datum,8,3.740840023925201,29.926720191401607,3.3333333333333335
collocate slot,8,3.740840023925201,29.926720191401607,3.3333333333333335
segment of speech,8,3.740840023925201,29.926720191401607,3.3333333333333335
input space,8,3.740840023925201,29.926720191401607,3.3333333333333335
hampe sch,8,3.740840023925201,29.926720191401607,3.3333333333333335
hapax legomenon,8,3.740840023925201,29.926720191401607,3.3333333333333335
bogus refugee,8,3.740840023925201,29.926720191401607,3.3333333333333335
score group,8,3.740840023925201,29.926720191401607,3.3333333333333335
judgement variable,8,3.740840023925201,29.926720191401607,3.3333333333333335
access element,8,3.740840023925201,29.926720191401607,3.3333333333333335
complex research design,8,3.740840023925201,29.926720191401607,3.3333333333333335
window of car,8,3.740840023925201,29.926720191401607,3.3333333333333335
commercial search engine,8,3.740840023925201,29.926720191401607,3.3333333333333335
ice usa,8,3.740840023925201,29.926720191401607,3.3333333333333335
family word,8,3.740840023925201,29.926720191401607,3.3333333333333335
argument specifies,8,3.740840023925201,29.926720191401607,3.3333333333333335
data value,8,3.740840023925201,29.926720191401607,3.3333333333333335
collocate display,8,3.740840023925201,29.926720191401607,3.3333333333333335
counsel phase,8,3.740840023925201,29.926720191401607,3.3333333333333335
revision question,8,3.740840023925201,29.926720191401607,3.3333333333333335
rchoose dir dir,8,3.740840023925201,29.926720191401607,3.3333333333333335
post test,8,3.740840023925201,29.926720191401607,3.3333333333333335
context menu,8,3.740840023925201,29.926720191401607,3.3333333333333335
web corpus approach,8,3.740840023925201,29.926720191401607,3.3333333333333335
compute dp,8,3.740840023925201,29.926720191401607,3.3333333333333335
function name,8,3.740840023925201,29.926720191401607,3.3333333333333335
need corpus,12,2.488077055429833,29.856924665157994,20.0
kind of annotation,12,2.488077055429833,29.856924665157994,20.0
example of type,12,2.488077055429833,29.856924665157994,20.0
corpus development,12,2.488077055429833,29.856924665157994,20.0
research purpose,12,2.488077055429833,29.856924665157994,20.0
tag corpus,14,2.1314021114911004,29.839629560875405,30.0
corpus time,13,2.236762627148927,29.077914152936053,26.666666666666668
result corpus,13,2.236762627148927,29.077914152936053,26.666666666666668
sentence corpus,11,2.6422277352570913,29.064505087828003,16.666666666666664
number of speaker,11,2.6422277352570913,29.064505087828003,16.666666666666664
let briefly,11,2.6422277352570913,29.064505087828003,16.666666666666664
difference way,11,2.6422277352570913,29.064505087828003,16.666666666666664
section of corpus,11,2.6422277352570913,29.064505087828003,16.666666666666664
number of letter,11,2.6422277352570913,29.064505087828003,16.666666666666664
word corpora,14,2.0360919316867756,28.505287043614857,33.33333333333333
corpus example,12,2.35454566280531,28.25454795366372,23.333333333333332
datum corpora,12,2.35454566280531,28.25454795366372,23.333333333333332
number of column,12,2.35454566280531,28.25454795366372,23.333333333333332
value table,12,2.35454566280531,28.25454795366372,23.333333333333332
approach study,12,2.35454566280531,28.25454795366372,23.333333333333332
form function,12,2.35454566280531,28.25454795366372,23.333333333333332
bnc corpus,12,2.35454566280531,28.25454795366372,23.333333333333332
corpus differ,12,2.35454566280531,28.25454795366372,23.333333333333332
corpus construction,12,2.35454566280531,28.25454795366372,23.333333333333332
multiple correspondence analysis,10,2.8245492920510458,28.245492920510458,13.333333333333334
research agenda,10,2.8245492920510458,28.245492920510458,13.333333333333334
line word,10,2.8245492920510458,28.245492920510458,13.333333333333334
data type,10,2.8245492920510458,28.245492920510458,13.333333333333334
web datum,10,2.8245492920510458,28.245492920510458,13.333333333333334
corpus designer,10,2.8245492920510458,28.245492920510458,13.333333333333334
xml format,10,2.8245492920510458,28.245492920510458,13.333333333333334
area of language,13,2.1314021114911004,27.708227449384303,30.0
historical corpus linguistics,9,3.0476928433652555,27.4292355902873,10.0
distance mean,9,3.0476928433652555,27.4292355902873,10.0
research issue,9,3.0476928433652555,27.4292355902873,10.0
time bnc,9,3.0476928433652555,27.4292355902873,10.0
jane austen,9,3.0476928433652555,27.4292355902873,10.0
annotation layer,9,3.0476928433652555,27.4292355902873,10.0
grammar of language,9,3.0476928433652555,27.4292355902873,10.0
research report,9,3.0476928433652555,27.4292355902873,10.0
santa barbara corpus,9,3.0476928433652555,27.4292355902873,10.0
technique corpus,11,2.488077055429833,27.36884760972816,20.0
language system,11,2.488077055429833,27.36884760972816,20.0
problem corpus,11,2.488077055429833,27.36884760972816,20.0
example use,11,2.488077055429833,27.36884760972816,20.0
language context,11,2.488077055429833,27.36884760972816,20.0
academic word list,11,2.488077055429833,27.36884760972816,20.0
distribution corpus,11,2.488077055429833,27.36884760972816,20.0
analysis section,12,2.236762627148927,26.841151525787126,26.666666666666668
way use,12,2.236762627148927,26.841151525787126,26.666666666666668
structure corpus,12,2.236762627148927,26.841151525787126,26.666666666666668
text of length,8,3.3353749158170367,26.682999326536294,6.666666666666667
character range,8,3.3353749158170367,26.682999326536294,6.666666666666667
contrastive interlanguage analysis,8,3.3353749158170367,26.682999326536294,6.666666666666667
boy girl,8,3.3353749158170367,26.682999326536294,6.666666666666667
frequency rank,8,3.3353749158170367,26.682999326536294,6.666666666666667
reference level,8,3.3353749158170367,26.682999326536294,6.666666666666667
basis normalization,8,3.3353749158170367,26.682999326536294,6.666666666666667
cross tab,8,3.3353749158170367,26.682999326536294,6.666666666666667
effect plot,8,3.3353749158170367,26.682999326536294,6.666666666666667
generate frequency list,8,3.3353749158170367,26.682999326536294,6.666666666666667
character sequence,8,3.3353749158170367,26.682999326536294,6.666666666666667
transcription of speech,8,3.3353749158170367,26.682999326536294,6.666666666666667
quantitative corpus linguistics,10,2.6422277352570913,26.422277352570912,16.666666666666664
research context,10,2.6422277352570913,26.422277352570912,16.666666666666664
different language variety,10,2.6422277352570913,26.422277352570912,16.666666666666664
order of magnitude,10,2.6422277352570913,26.422277352570912,16.666666666666664
case case,10,2.6422277352570913,26.422277352570912,16.666666666666664
kendall tau,10,2.6422277352570913,26.422277352570912,16.666666666666664
word pattern,10,2.6422277352570913,26.422277352570912,16.666666666666664
test chi,10,2.6422277352570913,26.422277352570912,16.666666666666664
case of word,10,2.6422277352570913,26.422277352570912,16.666666666666664
difference distribution,10,2.6422277352570913,26.422277352570912,16.666666666666664
sentence structure,10,2.6422277352570913,26.422277352570912,16.666666666666664
feature of interest,10,2.6422277352570913,26.422277352570912,16.666666666666664
book book,10,2.6422277352570913,26.422277352570912,16.666666666666664
define search expression,7,3.740840023925201,26.185880167476405,3.3333333333333335
news talk,7,3.740840023925201,26.185880167476405,3.3333333333333335
base of normalization,7,3.740840023925201,26.185880167476405,3.3333333333333335
core point,7,3.740840023925201,26.185880167476405,3.3333333333333335
list vector,7,3.740840023925201,26.185880167476405,3.3333333333333335
interim result file,7,3.740840023925201,26.185880167476405,3.3333333333333335
correspondence plot,7,3.740840023925201,26.185880167476405,3.3333333333333335
bnc world edition,7,3.740840023925201,26.185880167476405,3.3333333333333335
argument character vector,7,3.740840023925201,26.185880167476405,3.3333333333333335
table case study,7,3.740840023925201,26.185880167476405,3.3333333333333335
partial dependence score,7,3.740840023925201,26.185880167476405,3.3333333333333335
merriam webster,7,3.740840023925201,26.185880167476405,3.3333333333333335
target child,7,3.740840023925201,26.185880167476405,3.3333333333333335
quirk corpus,7,3.740840023925201,26.185880167476405,3.3333333333333335
replication crisis,7,3.740840023925201,26.185880167476405,3.3333333333333335
radio phone,7,3.740840023925201,26.185880167476405,3.3333333333333335
coin flip,7,3.740840023925201,26.185880167476405,3.3333333333333335
code editor,7,3.740840023925201,26.185880167476405,3.3333333333333335
access part,7,3.740840023925201,26.185880167476405,3.3333333333333335
output vector,7,3.740840023925201,26.185880167476405,3.3333333333333335
language production,11,2.35454566280531,25.90000229085841,23.333333333333332
example sentence,11,2.35454566280531,25.90000229085841,23.333333333333332
example of language,11,2.35454566280531,25.90000229085841,23.333333333333332
datum text,11,2.35454566280531,25.90000229085841,23.333333333333332
frequency of use,11,2.35454566280531,25.90000229085841,23.333333333333332
source of datum,11,2.35454566280531,25.90000229085841,23.333333333333332
keyword context,11,2.35454566280531,25.90000229085841,23.333333333333332
kind of datum,12,2.1314021114911004,25.576825337893204,30.0
corpus consists,12,2.1314021114911004,25.576825337893204,30.0
linear regression model,9,2.8245492920510458,25.420943628459412,13.333333333333334
conclusion corpus,9,2.8245492920510458,25.420943628459412,13.333333333333334
english corpus linguistics,9,2.8245492920510458,25.420943628459412,13.333333333333334
result of search,9,2.8245492920510458,25.420943628459412,13.333333333333334
kind of word,9,2.8245492920510458,25.420943628459412,13.333333333333334
result indicate,9,2.8245492920510458,25.420943628459412,13.333333333333334
grammar pattern,9,2.8245492920510458,25.420943628459412,13.333333333333334
task corpus,9,2.8245492920510458,25.420943628459412,13.333333333333334
search pattern,9,2.8245492920510458,25.420943628459412,13.333333333333334
optical character recognition,9,2.8245492920510458,25.420943628459412,13.333333333333334
space character,9,2.8245492920510458,25.420943628459412,13.333333333333334
training datum,9,2.8245492920510458,25.420943628459412,13.333333333333334
case point,9,2.8245492920510458,25.420943628459412,13.333333333333334
research result,10,2.488077055429833,24.88077055429833,20.0
number of instance,10,2.488077055429833,24.88077055429833,20.0
datum data,10,2.488077055429833,24.88077055429833,20.0
result of study,10,2.488077055429833,24.88077055429833,20.0
rule of thumb,10,2.488077055429833,24.88077055429833,20.0
hand hand,10,2.488077055429833,24.88077055429833,20.0
result discussion,10,2.488077055429833,24.88077055429833,20.0
form of annotation,10,2.488077055429833,24.88077055429833,20.0
frequency value,10,2.488077055429833,24.88077055429833,20.0
research tool,10,2.488077055429833,24.88077055429833,20.0
theory of language,10,2.488077055429833,24.88077055429833,20.0
kind of question,10,2.488077055429833,24.88077055429833,20.0
type occur,10,2.488077055429833,24.88077055429833,20.0
size of sample,10,2.488077055429833,24.88077055429833,20.0
corpus resource,10,2.488077055429833,24.88077055429833,20.0
presence absence,10,2.488077055429833,24.88077055429833,20.0
difference word,10,2.488077055429833,24.88077055429833,20.0
sentence word,10,2.488077055429833,24.88077055429833,20.0
language speaker,10,2.488077055429833,24.88077055429833,20.0
word table,11,2.236762627148927,24.6043888986382,26.666666666666668
interest corpus,11,2.236762627148927,24.6043888986382,26.666666666666668
chapter of book,11,2.236762627148927,24.6043888986382,26.666666666666668
error correction,8,3.0476928433652555,24.381542746922044,10.0
learner corpus study,8,3.0476928433652555,24.381542746922044,10.0
hour week,8,3.0476928433652555,24.381542746922044,10.0
frequency range,8,3.0476928433652555,24.381542746922044,10.0
string of character,8,3.0476928433652555,24.381542746922044,10.0
characteristic of corpus,8,3.0476928433652555,24.381542746922044,10.0
coca coha,8,3.0476928433652555,24.381542746922044,10.0
error analysis,8,3.0476928433652555,24.381542746922044,10.0
type of file,8,3.0476928433652555,24.381542746922044,10.0
length of vector,8,3.0476928433652555,24.381542746922044,10.0
student use,8,3.0476928433652555,24.381542746922044,10.0
list of collocate,8,3.0476928433652555,24.381542746922044,10.0
point of comparison,8,3.0476928433652555,24.381542746922044,10.0
mosaic plot,8,3.0476928433652555,24.381542746922044,10.0
discourse context,8,3.0476928433652555,24.381542746922044,10.0
word language,8,3.0476928433652555,24.381542746922044,10.0
computer corpora,8,3.0476928433652555,24.381542746922044,10.0
word cluster,8,3.0476928433652555,24.381542746922044,10.0
general service list,8,3.0476928433652555,24.381542746922044,10.0
coca bnc,8,3.0476928433652555,24.381542746922044,10.0
corpus needs,9,2.6422277352570913,23.78004961731382,16.666666666666664
type of word,9,2.6422277352570913,23.78004961731382,16.666666666666664
end of book,9,2.6422277352570913,23.78004961731382,16.666666666666664
value cell,9,2.6422277352570913,23.78004961731382,16.666666666666664
present study,9,2.6422277352570913,23.78004961731382,16.666666666666664
result study,9,2.6422277352570913,23.78004961731382,16.666666666666664
variation corpus,9,2.6422277352570913,23.78004961731382,16.666666666666664
purpose of study,9,2.6422277352570913,23.78004961731382,16.666666666666664
verb construction,9,2.6422277352570913,23.78004961731382,16.666666666666664
point corpus,9,2.6422277352570913,23.78004961731382,16.666666666666664
section chapter,9,2.6422277352570913,23.78004961731382,16.666666666666664
fact word,9,2.6422277352570913,23.78004961731382,16.666666666666664
frequency of item,9,2.6422277352570913,23.78004961731382,16.666666666666664
information frequency,10,2.35454566280531,23.545456628053103,23.333333333333332
approach use,10,2.35454566280531,23.545456628053103,23.333333333333332
nature of datum,10,2.35454566280531,23.545456628053103,23.333333333333332
datum help,10,2.35454566280531,23.545456628053103,23.333333333333332
query string,7,3.3353749158170367,23.347624410719256,6.666666666666667
non word character,7,3.3353749158170367,23.347624410719256,6.666666666666667
match character,7,3.3353749158170367,23.347624410719256,6.666666666666667
use of pronoun,7,3.3353749158170367,23.347624410719256,6.666666666666667
horror aequi,7,3.3353749158170367,23.347624410719256,6.666666666666667
piece of text,7,3.3353749158170367,23.347624410719256,6.666666666666667
number of level,7,3.3353749158170367,23.347624410719256,6.666666666666667
coca interface,7,3.3353749158170367,23.347624410719256,6.666666666666667
layer of annotation,7,3.3353749158170367,23.347624410719256,6.666666666666667
euclidean distance matrix,7,3.3353749158170367,23.347624410719256,6.666666666666667
data creation,7,3.3353749158170367,23.347624410719256,6.666666666666667
meta datum,7,3.3353749158170367,23.347624410719256,6.666666666666667
rank group,7,3.3353749158170367,23.347624410719256,6.666666666666667
unit of text,7,3.3353749158170367,23.347624410719256,6.666666666666667
significant difference use,7,3.3353749158170367,23.347624410719256,6.666666666666667
set of cluster,7,3.3353749158170367,23.347624410719256,6.666666666666667
range of genre,7,3.3353749158170367,23.347624410719256,6.666666666666667
translation choice,7,3.3353749158170367,23.347624410719256,6.666666666666667
data vector,7,3.3353749158170367,23.347624410719256,6.666666666666667
keyness analysis,7,3.3353749158170367,23.347624410719256,6.666666666666667
result of query,7,3.3353749158170367,23.347624410719256,6.666666666666667
function table,7,3.3353749158170367,23.347624410719256,6.666666666666667
point data,7,3.3353749158170367,23.347624410719256,6.666666666666667
frequency comparison,7,3.3353749158170367,23.347624410719256,6.666666666666667
distance relation,7,3.3353749158170367,23.347624410719256,6.666666666666667
speaker hearer,8,2.8245492920510458,22.596394336408366,13.333333333333334
regression line,8,2.8245492920510458,22.596394336408366,13.333333333333334
distribution of value,8,2.8245492920510458,22.596394336408366,13.333333333333334
number of error,8,2.8245492920510458,22.596394336408366,13.333333333333334
sentence type,8,2.8245492920510458,22.596394336408366,13.333333333333334
avoid problem,8,2.8245492920510458,22.596394336408366,13.333333333333334
