Término,TF-IDF Promedio,TF-IDF Máximo
block of code,0.002678404153735094,0.06573910185004299
research topic,0.0048012946845660915,0.06564027903778151
panel of fig,0.0021785702195269243,0.06535710658580773
page number,0.004241222243475109,0.06535624909154358
time series,0.0031565840762657984,0.06535624909154358
word of interest,0.0033769223696764653,0.06535624909154358
measure of association,0.0028607885551307703,0.06535624909154358
second case study,0.0033998900472419075,0.06535624909154358
method of analysis,0.004658026197460757,0.06535624909154358
word frequency list,0.006145243322861494,0.0652659020627195
software tool,0.008608191193788303,0.0652659020627195
corpus result,0.003939746602569492,0.0652659020627195
build corpus,0.007682419556027444,0.0652659020627195
definition of corpus,0.0034967966505890977,0.06520613972265443
radio phone,0.0021694973300270814,0.06508491990081244
length of corpus,0.0029051022515188918,0.065055731946035
santa barbara corpus,0.0029525975629686747,0.065055731946035
operating system,0.004412409516702614,0.06490410007591564
end of line,0.002793638802442682,0.06490410007591564
corpora study,0.006745670113710774,0.06480861086398779
source language,0.004138157909554936,0.06480861086398779
rate of occurrence,0.0038008593237875096,0.06472784888468767
word occur,0.011198600120892886,0.064692451073059
translation universal,0.0021458170875020585,0.06437451262506176
contingency table,0.004049629396320997,0.06434359100148361
element of list,0.002134922329858584,0.06404766989575753
modifier of possessive,0.0021304202512840527,0.06391260753852158
book book,0.0030680574965962558,0.06372981367217351
row total,0.00358428531924794,0.06372981367217351
sampling frame,0.004777980125765256,0.06372981367217351
address problem,0.0034322014631420774,0.06364227552445657
intuition datum,0.0023263892787132993,0.06331688623264099
number of study,0.0042883792148765785,0.06318367262355036
word family,0.006078524608968417,0.06318367262355036
corpus use,0.010555912953757693,0.0631725042225465
content of corpus,0.004942448536003024,0.06294838937759867
language context,0.004532303551135072,0.06294838937759867
difference group,0.006476973204995204,0.06294178991996731
source corpus,0.0031264958761460394,0.06287597247501649
scope of corpus,0.0035549627222462668,0.06287597247501649
description theory,0.003323709257872182,0.06287597247501649
need of study,0.002892236902260021,0.06287597247501649
background information,0.0029952897709658423,0.06287597247501649
frequency distribution,0.008305623700807082,0.06270004884468704
word co,0.007664467806768484,0.06268172316636413
form of verb,0.006303087624198565,0.06238197122628447
parameter value,0.0029496106329907675,0.06236719626360289
number of cluster,0.0038203147238614382,0.06236719626360289
search box,0.0034957072238720626,0.062292249056493026
language rule,0.002381821894498352,0.062292249056493026
significant difference use,0.0025080611104669665,0.062292249056493026
corpus sample,0.007156504844863867,0.062191615586033165
specific research question,0.00698524721039491,0.062191615586033165
corpus hand,0.005085354568997869,0.062191615586033165
method method,0.0034423782160472017,0.062140215214021945
language community,0.003322713638668462,0.06207319550530523
split infinitive,0.003723274056456874,0.06186442244851179
medium file,0.0020552473169140857,0.06165741950742257
male speaker,0.0057787657012604065,0.06140193668858843
precision recall,0.005583640325838769,0.06140193668858843
collocate node,0.003315466833358294,0.061137574942673974
distance measure,0.005312997345240004,0.061137574942673974
study shows,0.0039024865024897127,0.061137574942673974
corpus order,0.006894142249319404,0.06113064234134999
digital scholar lab,0.0020364678095047086,0.061094034285141256
word name,0.0020364678095047086,0.061094034285141256
space discuss,0.003069123130311632,0.06092586856147203
regression line,0.003738238530906959,0.06092586856147203
linear regression model,0.004112063152189552,0.06092586856147203
search result,0.007376293798085556,0.060916242735206856
project gutenberg,0.003044728616500107,0.06071461164976085
conclusion chapter,0.004834927911231427,0.06062528616166133
tone unit,0.002935701940488432,0.060600245116549246
corpus technique,0.0036993494811149016,0.060600245116549246
gender use,0.0020050676221346924,0.06015202866404077
distance occurrence,0.0020050676221346924,0.06015202866404077
peak trough technique,0.0020050676221346924,0.06015202866404077
correlation population,0.0020050676221346924,0.06015202866404077
scale predictor,0.0020050676221346924,0.06015202866404077
information value,0.002990469731616775,0.060069118849528244
group of speaker,0.003609772404603091,0.06001174123967965
text speaker,0.004337927862001378,0.06001174123967965
data creation,0.002206575293081366,0.05972246666368299
speaker cluster,0.0024224016973732987,0.05972246666368299
character sequence,0.002198074778226683,0.059610554723536394
datum section,0.004909043202728575,0.059570043004154326
range of genre,0.0025303532136843354,0.0593304694224937
list of word,0.011293567749488542,0.059156179423494
word text,0.010328807114772737,0.058628279537953264
corpus source,0.004203925044783074,0.05851488182885044
word sense disambiguation,0.004616971135224844,0.05851488182885044
second language acquisition,0.0067570698800456745,0.0584934569611202
strength weakness,0.003067610432133547,0.058272369516485616
study area,0.0033198767932117058,0.058272369516485616
observer paradox,0.0030003787331497602,0.058272369516485616
lot of time,0.003076260849382889,0.058272369516485616
language acquisition corpus,0.004989747412525566,0.058272369516485616
child language datum,0.0029021689601889367,0.058272369516485616
datum table,0.007093773501622048,0.05810658612941793
bogus refugee,0.0019365068618017105,0.05809520585405131
hampe sch,0.0019365068618017105,0.05809520585405131
commercial search engine,0.0019365068618017105,0.05809520585405131
study corpus,0.007573254427809482,0.05799680068121329
advantage disadvantage,0.003890029477946309,0.05773723404091661
number of hit,0.003799330055330279,0.05769253340081391
optical character recognition,0.004008250378058576,0.057661885493960015
level of analysis,0.0061469068207795395,0.057570736772501574
type corpus,0.005507781592405986,0.057570736772501574
study design,0.0038194668439603045,0.057570736772501574
cluster analysis method,0.001913789511882604,0.05741368535647812
frequency rank,0.0027437978995674683,0.05739703736442685
translation choice,0.002129060983106161,0.05739703736442685
datum corpus,0.010649839322734351,0.05710298430545603
collocation research,0.003004848386181654,0.05698519760937689
datum retrieval annotation,0.002058133311206183,0.05698519760937689
coca bnc,0.0027637371350088063,0.056919430780121044
value level,0.0037411851842646,0.056919430780121044
time corpus,0.00786066748773072,0.056871703349836586
merriam webster,0.0018937068900302693,0.05681120670090808
window of car,0.0018937068900302693,0.05681120670090808
complex research design,0.0018937068900302693,0.05681120670090808
hapax legomenon,0.0018937068900302693,0.05681120670090808
element corpus,0.004131682554040215,0.05670753450598932
occurrence corpus,0.0031456882005785483,0.05670753450598932
corpus creator,0.0045121435760749305,0.05667871078946624
type of language,0.006695482274756406,0.05659013031439532
bnc coca,0.003667043699661011,0.05640071625310563
discourse study,0.0028555885475187778,0.056163264554266984
speaker group,0.003913180079780974,0.056163264554266984
word token,0.010904938520707399,0.055932256563042716
text display score,0.0018630616294101686,0.055891848882305056
mean score group,0.0018630616294101686,0.055891848882305056
variability dependent,0.0018630616294101686,0.055891848882305056
use of stance,0.0018595691400232126,0.055787074200696375
non standard use,0.0018595691400232126,0.055787074200696375
english lingua franca,0.0018595691400232126,0.055787074200696375
result outcome,0.0018595691400232126,0.055787074200696375
concordance package,0.002371064492676361,0.05577561308412349
common corpus linguistics,0.002885961549933617,0.05577561308412349
philosophy of science,0.0030914926777338993,0.05577561308412349
interview datum,0.0026432602675716243,0.05577561308412349
search word,0.006750789510360039,0.055729196365447105
corpus language,0.005912815572778585,0.055567399065641454
test datum,0.004819191171143293,0.05537447520727339
approach use,0.0037969604003094907,0.05537447520727339
important issue corpus,0.0019978195906467555,0.05517578599259407
corpus contain sample,0.0026302657920530517,0.05517578599259407
layer of annotation,0.0022864159397636007,0.05497444667074524
corpus needs,0.0038488892324122703,0.05451095201946492
corpus comprises,0.003255495674418057,0.05451095201946492
different language variety,0.0035803192465542213,0.05451095201946492
metadata corpus,0.004351393869629433,0.05451095201946492
corpora datum,0.0029023552134603415,0.05451095201946492
source target,0.004837886913705567,0.05451095201946492
description of corpus,0.004167493273297884,0.054481001010952226
search hit,0.002031563940580303,0.05447212608865111
compare result,0.0046048516229408,0.05441841104252507
research agenda,0.0027638528916835393,0.054314046067142074
find word,0.005235045437330838,0.054104089371745046
type of annotation,0.0061815485218228465,0.05402448951826677
fact corpus,0.005773584088732117,0.053668121875776006
core corpus,0.004394808104814224,0.053668121875776006
frequency of co,0.004261505951868046,0.053668121875776006
language differ,0.002399090627644312,0.05364790327241428
discussion of datum,0.002925834236007771,0.05364790327241428
native learner corpus,0.0023409343420150216,0.05364790327241428
statistical analysis determine,0.002974872830863683,0.05364790327241428
le monde corpus,0.001788180906251716,0.05364542718755148
year france,0.001788180906251716,0.05364542718755148
evolution of language,0.001788180906251716,0.05364542718755148
sample standard deviation,0.0019987970645437792,0.053632223313049274
use of pronoun,0.0030335857582315033,0.053632223313049274
speaker sex,0.003901263029034809,0.05361965916790301
function definition,0.0017791019415488202,0.05337305824646461
cassette tape,0.001774479533331596,0.05323438599994788
individual speech writing,0.001774479533331596,0.05323438599994788
permit study,0.001774479533331596,0.05323438599994788
record of text,0.001774479533331596,0.05323438599994788
level of adequacy,0.001774479533331596,0.05323438599994788
male female speaker,0.003343165459966513,0.05310817806014458
corpus chapter,0.004053361159643051,0.05304712539145367
result of test,0.002753317944361396,0.05304712539145367
variety of english,0.009817676775327492,0.05297593008735965
type of datum,0.010026250687262763,0.052971100560932675
word collocate,0.0037659811547947047,0.05276886054883293
form of language,0.0036283170322376538,0.05276886054883293
point of comparison,0.002197926673628677,0.05244643988188093
vector factor,0.0028240259879561505,0.05234681899489459
apply function,0.0021765467750803516,0.05234681899489459
target corpus,0.005296259924486937,0.0521053497769665
rank sum,0.00402393943703648,0.05207752224841133
sex age,0.0026063748256982887,0.05207012204482854
principal component analysis,0.0028641820279294247,0.05179833703006389
pattern corpus,0.0049438844294060124,0.051755660922613064
case point,0.0034482691374767395,0.05169187859381448
datum language,0.0032844604871139858,0.05169187859381448
annotation corpus datum,0.002492122368835928,0.05169187859381448
corpus user,0.009466294192960068,0.05151315850314939
word count,0.004835358941958893,0.05151315850314939
need use,0.007035297736597365,0.051397603790133584
content word,0.006723934808061488,0.051397603790133584
behaviour profile,0.0017127060974284048,0.051381182922852146
text text,0.01155655804738672,0.05134321430130958
language system,0.00464023837657755,0.05133071883982419
learner use,0.004681480773179151,0.05133071883982419
purpose of corpus,0.0035465924185618474,0.05133071883982419
word structure,0.0033110910037625154,0.05133071883982419
corpus determine,0.0028409677739282056,0.05133071883982419
particular research question,0.004848984479774739,0.05133071883982419
extensible markup language,0.003649953544481261,0.05133071883982419
euclidean distance matrix,0.0019221825946828754,0.05119068571172828
unit of text,0.0021570930904588467,0.051094761191602625
file save,0.002654919051748474,0.051094761191602625
create frequency list,0.002654919051748474,0.051094761191602625
target child,0.0016944435040764966,0.0508333051222949
code editor,0.0016944435040764966,0.0508333051222949
solution problem,0.0034517122375935616,0.050792958251461615
value mean,0.004233281433153043,0.05078783364757363
analysis example,0.004321606848893684,0.05078783364757363
rank position,0.0019723100839348856,0.050653508986112795
bnc baby,0.0019647857493376992,0.050653508986112795
information text,0.0071702352550339615,0.05052339340530059
look word,0.003599163124526832,0.050480966725712166
create corpus,0.00502248034800595,0.05025988489214819
corpus corpora,0.004547966582247681,0.05025988489214819
number of sample,0.0030827501719707154,0.050243777576443695
significance level,0.0036144921836801626,0.05015856901742649
test hypothesis,0.0061783343338548445,0.050126559549868124
introduction corpus linguistics,0.006557937878210683,0.050126559549868124
learner language,0.006352643714444372,0.05003519604635604
word processor,0.004746820025514303,0.04995229358234817
frequency comparison,0.002512705994699858,0.04983379924519442
population sample drawn,0.001819753365733434,0.04983379924519442
target item,0.002356981261605932,0.04977380745294859
coin flip,0.0016569935287764858,0.04970980586329457
type of discourse,0.0029172772109260486,0.04934837308112034
time text,0.003701701534262354,0.04934686873373276
difference mean,0.0031134707969093737,0.04934686873373276
type of word,0.002808090623911844,0.04934686873373276
corpus consists,0.005166554356536851,0.04931776113976093
set of word,0.005804369436306373,0.04931776113976093
speech tag,0.006486822503081751,0.04931776113976093
learner corpus datum,0.004488488628354953,0.049142856484983614
example corpus,0.008617377531989604,0.04910998310037355
correlation coefficient,0.0069009086163939306,0.04906851779866302
speaker behave,0.002221296794158327,0.049020675333836285
construction pattern,0.002841237585984055,0.049020675333836285
datum violate assumption,0.002887675513272302,0.049020675333836285
null hypothesis significance,0.002221296794158327,0.049020675333836285
difference rank,0.0030435607236125733,0.049020675333836285
deal problem,0.0023466014505276354,0.049020675333836285
degree of association,0.002091096818473246,0.049020675333836285
general purpose corpus,0.002413106558497533,0.04866100898592851
language pair,0.002642929686202758,0.04860645814799084
context of use,0.002763666145285768,0.04860645814799084
datum help,0.0035795265534809095,0.04857587555386517
datum corpora,0.0038248661900721634,0.04857587555386517
language text,0.006591692863748115,0.048364301292626644
corpus linguistics literature,0.004008935357911045,0.048355224563611764
significance test,0.004519559344929292,0.04829976281780053
word sentence,0.006758854676205553,0.04824520684275007
vector of word,0.001601191747393938,0.048035752421818144
collocate display,0.001601191747393938,0.048035752421818144
cluster result,0.0015948245932355036,0.04784473779706511
index value,0.0015948245932355036,0.04784473779706511
representation of domain,0.0015948245932355036,0.04784473779706511
lattice cell,0.0015948245932355036,0.04784473779706511
noise point,0.0015948245932355036,0.04784473779706511
reduced dimensionality representation,0.0015948245932355036,0.04784473779706511
real world object,0.0015948245932355036,0.04784473779706511
file word,0.002078615144667797,0.04783181191029504
number of degree,0.0018054184364539936,0.047830864470355706
certain research question,0.002009643809388477,0.047830864470355706
sherlock holmes,0.0015918361045746522,0.047755083137239564
issue encounter,0.0015918361045746522,0.047755083137239564
click cell,0.0015918361045746522,0.047755083137239564
word form mind,0.0015918361045746522,0.047755083137239564
type of analysis,0.006739880924302636,0.047745700560176255
user of corpus,0.006137704621904311,0.047745700560176255
transcription of text,0.0025017422844764,0.04746437553799496
word processing program,0.00188755944388175,0.04746437553799496
second generation corpus,0.0018584813010671046,0.04746437553799496
corpus search,0.00652478380483753,0.04743072912203799
web corpora,0.0021092600600914144,0.047330637499285844
number of child,0.002870209007923226,0.047330637499285844
result section,0.0022459374660670998,0.047330637499285844
factor analysis,0.005492157280299408,0.047325833667716956
research application,0.003594434398834358,0.047311130478444374
word expression,0.004508903384700851,0.04727142832848342
combination of word,0.004056274317402095,0.04722247572759178
jane austen,0.0021944638403781623,0.04668774633959209
angle bracket,0.003034942389581035,0.04668774633959209
speech corpora,0.0027716009638895566,0.04655489662897892
translation shift,0.001549640950019344,0.04648922850058032
computational tool method,0.001549640950019344,0.04648922850058032
register parameter,0.001549640950019344,0.04648922850058032
computational method tool,0.001549640950019344,0.04648922850058032
sla study,0.001549640950019344,0.04648922850058032
study begin,0.001549640950019344,0.04648922850058032
period sample,0.001549640950019344,0.04648922850058032
approach dialectology,0.001549640950019344,0.04648922850058032
text need,0.003468594755912125,0.04646791425863289
word frequent,0.0035698486844563107,0.04646791425863289
research paper,0.004675799668252375,0.04646791425863289
language change,0.008041656212014171,0.04645487483602194
context of corpus,0.004518834970627478,0.046407394223992954
instance of phenomenon,0.0022981716647974357,0.046284552928736476
frequency dispersion,0.004619971287831966,0.046162989759710726
analysis section,0.005459623823688347,0.045974600359002665
god truth fallacy,0.0015273508571285314,0.04582052571385594
proportion of tweet,0.0015273508571285314,0.04582052571385594
use of capital,0.0015273508571285314,0.04582052571385594
multilingual language use,0.0015273508571285314,0.04582052571385594
open access publication,0.0015273508571285314,0.04582052571385594
cluster output analysis,0.0015273508571285314,0.04582052571385594
research corpus,0.006324788301004702,0.045546298804271156
word register,0.002061721619243744,0.04553554462409684
use of feature,0.0031194885414867887,0.04553554462409684
linguistic feature co,0.0024379039431173077,0.04553554462409684
characteristic of corpus,0.002644459840153532,0.04553554462409684
matter of fact,0.003478609894190876,0.045468964621246
ice component,0.003375470788822414,0.04545018383741194
corpus offer,0.002891675908069213,0.04543151850472004
quantitative corpus linguistics,0.003338150676982325,0.04543151850472004
number of sentence,0.003906500748952143,0.04543151850472004
word morpheme,0.003017346347656886,0.04543151850472004
probability value,0.0023184286248549486,0.04541823999203656
gardner davies,0.0026161266292459547,0.0453235449013059
word pair,0.0035021752126890462,0.04514271211568384
cluster technique,0.001503800716601019,0.04511402149803057
daily mail reader,0.001503800716601019,0.04511402149803057
element of subjectivity,0.001503800716601019,0.04511402149803057
frequency exclusivity,0.001503800716601019,0.04511402149803057
point time,0.007245191280398638,0.04509908699089132
companion file,0.0019342133855069462,0.04507681730769241
issue hand,0.0019342133855069462,0.04507681730769241
sc mc,0.0019342133855069462,0.04507681730769241
direction of effect,0.0019342133855069462,0.04507681730769241
text category,0.006133398897860295,0.04450747614795737
social science research,0.0021140942141693307,0.044463909629487056
handful of word,0.0020364033578861647,0.044463909629487056
individual word form,0.0019343589934059265,0.044463909629487056
order representative,0.002906983131355767,0.044463909629487056
argument use,0.0021577246978756754,0.044463909629487056
form of plain,0.0021458279426661325,0.044463909629487056
facet of language,0.0021759831718870712,0.044463909629487056
corpus builder,0.0035026096248538417,0.044463909629487056
set of question,0.002813371240455058,0.044463909629487056
statistic corpus datum,0.0022620795314730476,0.044463909629487056
major word class,0.0026973820971673648,0.044463909629487056
result file,0.0033151638400225254,0.04432970033803074
boy girl,0.0017537294618955625,0.04432182036284869
datum type,0.00535165488507197,0.044085925647294404
end of chapter,0.00409735831818819,0.04397405045736078
area of linguistics,0.006375160759070923,0.04397227259533429
example illustrate,0.005366100293857064,0.04397227259533429
computer program,0.004456840753059372,0.04397227259533429
area of language,0.006009186621475623,0.04397227259533429
meaning of word,0.0058557714326856825,0.04395624665785993
logistic regression model,0.003744540151600174,0.043865220516551416
annotation manual,0.001928768978273803,0.0437053665682341
test of independence,0.0027370686552295386,0.0437053665682341
translation direction,0.0032004035641331244,0.0437053665682341
frequency count,0.008414724483258692,0.04368178609316699
sequence of word,0.007554980563700154,0.04368178609316699
representative research question,0.0014523801463512825,0.04357140439053848
time week,0.0014523801463512825,0.04357140439053848
multimodal corpus research,0.0014523801463512825,0.04357140439053848
respondent age,0.0014523801463512825,0.04357140439053848
plot pca pca,0.0014523801463512825,0.04357140439053848
contour line,0.0014523801463512825,0.04357140439053848
issue challenge,0.0014523801463512825,0.04357140439053848
property of text,0.0033870614799246684,0.04354982914665026
chapter focuses,0.002051280153373695,0.04337048796402333
role play,0.0024304957215455455,0.04328875194448516
frequency information,0.0032341538212210265,0.04328875194448516
result of search,0.002507436846498427,0.04326940005061043
learner datum,0.003225416466439438,0.043151899256458445
approach study,0.0036337095422199705,0.043090375122093974
audio file,0.004258196783779309,0.04301133236163507
corpora corpus,0.008755375616063217,0.04298194873573562
specific language impairment,0.0014305447250013727,0.04291634175004118
frequency class number,0.0014305447250013727,0.04291634175004118
main limitation use,0.0014305447250013727,0.04291634175004118
quantitative corpus study,0.0014305447250013727,0.04291634175004118
year of residence,0.0014305447250013727,0.04291634175004118
corpus internet,0.0014305447250013727,0.04291634175004118
linguistic research question,0.0030245053544476833,0.04289572733432241
corpus word,0.007696667041796723,0.04283361549674037
argument vector,0.0018592933266264457,0.042829215541277395
case corpus,0.005050813096752368,0.042791449638944996
family word,0.0014232815532390561,0.04269844659717168
access element,0.0014232815532390561,0.04269844659717168
collocate slot,0.0014232815532390561,0.04269844659717168
rchoose dir dir,0.0014232815532390561,0.04269844659717168
compute dp,0.0014232815532390561,0.04269844659717168
function name,0.0014232815532390561,0.04269844659717168
argument specifies,0.0014232815532390561,0.04269844659717168
distance relation,0.0018536163005763182,0.04265890475977357
set of cluster,0.0018536163005763182,0.04265890475977357
point data,0.001637789896284385,0.04265890475977357
data vector,0.0018536163005763182,0.04265890475977357
bivariate design,0.001420280167522702,0.042608405025681056
query string,0.001841411496873235,0.04257896765966886
start tag,0.0015779256462159152,0.04257896765966886
word pattern,0.004413054305635597,0.042498963847378904
kind of question,0.0035125954694788775,0.042498963847378904
order of magnitude,0.003420834518521673,0.042498963847378904
different word form,0.0031661773174719637,0.04248654244811567
kind of word,0.002780483538244993,0.04220155932417799
feature text,0.0032755008797936756,0.04220155932417799
complement clause,0.002831767349824885,0.04220155932417799
section presents,0.002876548244085747,0.04212244841570024
body of research,0.002690234279800033,0.04212244841570024
frequency of occurrence,0.007071945045922515,0.04204190241090445
language language,0.007021349144045449,0.04200595887871039
newspaper article,0.007577007423908867,0.04200595887871039
social medium post,0.001397296222057626,0.041918886661728785
relationship measure,0.001397296222057626,0.041918886661728785
mode medium,0.001397296222057626,0.041918886661728785
corpus software program,0.001397296222057626,0.041918886661728785
th percentile means,0.001397296222057626,0.041918886661728785
basis analysis,0.001397296222057626,0.041918886661728785
change dependent,0.001397296222057626,0.041918886661728785
datum spss,0.001397296222057626,0.041918886661728785
division undergraduate,0.001397296222057626,0.041918886661728785
involved production circumstance,0.001397296222057626,0.041918886661728785
individual text file,0.001397296222057626,0.041918886661728785
mean square group,0.001397296222057626,0.041918886661728785
formulate research question,0.001397296222057626,0.041918886661728785
length word,0.004968039805256589,0.041883237410123494
bnc corpus,0.002976709555932546,0.041883237410123494
text analysis,0.005121325105349008,0.04177430668734446
type of exercise,0.0016655370334008226,0.04145031747009091
empirical case study,0.0015975036532949632,0.04145031747009091
keyness analysis,0.0018133300575868961,0.04145031747009091
register research,0.0015975036532949632,0.04145031747009091
corpus practitioner,0.001812652493360247,0.04142999054329144
type error,0.0029561751341159043,0.04141430781187512
research interest,0.0028765752791169415,0.04120838644852169
result list,0.0022498222712965693,0.04120838644852169
verb cause,0.0022781555008726255,0.04120838644852169
text use,0.0030947621447625657,0.04120838644852169
complementation pattern,0.004258367260091339,0.04120838644852169
different research project,0.001993755145601469,0.04120838644852169
idea of corpus,0.003004604695531819,0.04120838644852169
population of text,0.0029524418415700824,0.04120838644852169
work corpora,0.0028774199405481324,0.04120838644852169
decision tree,0.0026380881005650604,0.04118886091601023
predictor effect,0.0018226740414329873,0.04118886091601023
turn duration,0.001370164877942724,0.04110494633828172
living room,0.001370164877942724,0.04110494633828172
spoken language corpora,0.001370164877942724,0.04110494633828172
cause time factor,0.001370164877942724,0.04110494633828172
eighteenth century collection,0.001638138602016884,0.040854094566488336
fiction genre,0.0019995480118210206,0.040854094566488336
quantitative corpus linguist,0.0017934559608001437,0.040854094566488336
collocation word,0.002270831173520299,0.04050538178999237
number of error,0.002233615833401642,0.04050538178999237
spoken of bnc,0.0025915603302617816,0.04049898381264442
baseline model,0.0017724583914100977,0.04022416748478696
datum exploration,0.002204111199993963,0.04022416748478696
correlation matrix,0.001909590979623213,0.04022416748478696
normality assumption,0.0015566319871181647,0.04022416748478696
meaning of sentence,0.0015518618702683687,0.04022416748478696
publication bias,0.002635764008577829,0.04022416748478696
token text corpus,0.0015566319871181647,0.04022416748478696
baseline value,0.0016251982812247223,0.04022416748478696
collocate occur,0.0015518618702683687,0.04022416748478696
work text,0.0024719710427766046,0.04019502206115495
writer speaker,0.002694352471968894,0.04019502206115495
bnc contains,0.0035461297191091887,0.04019502206115495
history of language,0.002799993547821063,0.0400195242133119
problem corpus,0.003631115508389362,0.0400195242133119
number of character,0.0046973712021581545,0.0400195242133119
verb noun,0.0053710569344380624,0.039975914058992784
ice bnc,0.0013308596499986968,0.0399257894999609
consequence of fact,0.0013308596499986968,0.0399257894999609
html cc html,0.0013308596499986968,0.0399257894999609
comma pause,0.0013308596499986968,0.0399257894999609
research assistant,0.0013308596499986968,0.0399257894999609
qualitative corpus analysis,0.0013308596499986968,0.0399257894999609
ethnographic information individual,0.0013308596499986968,0.0399257894999609
individual text sample,0.0013308596499986968,0.0399257894999609
feature of intonation,0.0013308596499986968,0.0399257894999609
context frame rule,0.0013308596499986968,0.0399257894999609
want use,0.004947915199387424,0.039006640631784974
distance cluster,0.0019049138100646443,0.038979497664751804
text language,0.005754165975296517,0.03895031619523723
form function,0.0032537866286174977,0.03895031619523723
query option,0.0018673220753509384,0.0389064552829934
list of collocate,0.002210270117063583,0.0389064552829934
research community,0.003520665265843213,0.038639810254240424
section of corpus,0.0034903785441004966,0.038548430330423405
frequency of item,0.003244979675879957,0.038548430330423405
balance representativeness,0.0028437661799568257,0.038548430330423405
form of datum,0.0026726316297073682,0.038548430330423405
example context,0.002370271157158958,0.038548430330423405
kind of datum,0.004815948736307952,0.03841579762287604
multiple correspondence analysis,0.0021564667519407004,0.038382067951982485
data dimensionality,0.0012758596745884028,0.03827579023765208
eigenvector eigenvalue,0.0012758596745884028,0.03827579023765208
cosine proximity,0.0012758596745884028,0.03827579023765208
chronological variation research,0.0012758596745884028,0.03827579023765208
distance pair,0.0012758596745884028,0.03827579023765208
metadata of corpus,0.0015809033118247369,0.038264691576284565
reliability of annotation,0.0016976022940937588,0.038264691576284565
xml declaration,0.0012734688836597216,0.03820406650979165
check box,0.0012734688836597216,0.03820406650979165
compound noun,0.0012734688836597216,0.03820406650979165
particular word class,0.0012734688836597216,0.03820406650979165
change search term,0.0012734688836597216,0.03820406650979165
section of book,0.0012734688836597216,0.03820406650979165
option click,0.0012734688836597216,0.03820406650979165
menu item,0.0012734688836597216,0.03820406650979165
web address,0.0012734688836597216,0.03820406650979165
zip archive,0.0012734688836597216,0.03820406650979165
dropdown list click,0.0012734688836597216,0.03820406650979165
raise awareness,0.0012734688836597216,0.03820406650979165
quality of result,0.0024685887849863783,0.03817312764768097
phenomenon of interest,0.0020753516043924094,0.03817312764768097
researcher study,0.0024143496764946547,0.03817312764768097
approach identify,0.002128166730200244,0.03817312764768097
output file,0.0024044529314067955,0.038070413814468795
vector list,0.0014848401981075593,0.038070413814468795
input file,0.0015528735782134187,0.038070413814468795
word tag combination,0.0021205931470090035,0.038070413814468795
sorted frequency list,0.0014848401981075593,0.038070413814468795
number of match,0.0015528735782134187,0.038070413814468795
row name,0.0014848401981075593,0.038070413814468795
dispersion corpus,0.003233539422011025,0.03789080385103833
general service list,0.002036389957622965,0.03787515319784328
area of grammar,0.001715220728229523,0.03787515319784328
high frequency word,0.0018744978249497053,0.03787515319784328
multi word sequence,0.0018348202823319849,0.03787515319784328
word construction,0.004774893534416781,0.0378717359088009
frequency of use,0.0038149146583731372,0.0378717359088009
information datum,0.004381175960094837,0.0378717359088009
language contact,0.0027587321911413626,0.03785657950496078
general reference corpus,0.0025004419527194363,0.03785657950496078
related corpus linguistics,0.0019895690889851327,0.03785657950496078
year time,0.001947677073114302,0.03785657950496078
detail chapter,0.0032426337298047886,0.03778580719297749
construction grammar,0.002010836477239674,0.03760047750207042
use language,0.005316774895890068,0.037479413559647824
news reporting,0.001692780175405271,0.03737534943389582
passive voice sentence,0.0018835898407346034,0.03737534943389582
approach language analysis,0.0014616713854217933,0.03737534943389582
list vector,0.0012453713590841742,0.037361140772525225
access part,0.0012453713590841742,0.037361140772525225
bnc world edition,0.0012453713590841742,0.037361140772525225
number character,0.0012453713590841742,0.037361140772525225
define search expression,0.0012453713590841742,0.037361140772525225
output vector,0.0012453713590841742,0.037361140772525225
interim result file,0.0012453713590841742,0.037361140772525225
argument character vector,0.0012453713590841742,0.037361140772525225
database corpus,0.0017285666006483442,0.03733035558971145
word usage,0.001858266940676198,0.03733035558971145
corpus interface,0.0020544670338851875,0.03733035558971145
approach problem,0.0019090167064303905,0.03733035558971145
analysis of datum,0.006628044147763427,0.03722866912233349
elf speaker,0.001239712760015475,0.03719138280046425
bre ame,0.001239712760015475,0.03719138280046425
discourse community,0.001239712760015475,0.03719138280046425
lcr study,0.001239712760015475,0.03719138280046425
engineering content,0.001239712760015475,0.03719138280046425
focus form,0.001239712760015475,0.03719138280046425
core modal,0.001239712760015475,0.03719138280046425
ment type database,0.001239712760015475,0.03719138280046425
phase of interaction,0.001239712760015475,0.03719138280046425
gsl avl,0.001239712760015475,0.03719138280046425
individual feature approach,0.001239712760015475,0.03719138280046425
wider range,0.004385093369210094,0.037104644523844425
example dataset,0.001701440806687635,0.03675476084933038
mosaic plot,0.002106681432872056,0.03675476084933038
use word,0.0059543248741254886,0.03667838540480999
reference level,0.002084959987628737,0.036649631113830156
language world,0.001653307179044871,0.036649631113830156
look study,0.0014979898202616112,0.036649631113830156
example word,0.005907919784675734,0.03640148841097249
hit rate,0.001210316788626069,0.03630950365878207
bootstrap sample,0.001210316788626069,0.03630950365878207
future direction chapter,0.001210316788626069,0.03630950365878207
dimension inspect,0.001210316788626069,0.03630950365878207
level annotation,0.0029101126749178107,0.03629946947727034
theory of language,0.003502706592760754,0.03629946947727034
